"RECNO","TName","Company","Div_LES","Terminal","Status","ChassisNo","CONTAINERNO","LI_NO","QTY_LE","SVCCODE_LE","SVCDESCRIPTION_LE","RATECODE_LE","RATE_LE","CHGAMT_LE","chz_pickup_loc","Shipper_Name","ConsigneeID","Consignee_Name","BilltoID_LES","Billto_Name_LES","Preferred","WorkorderNo","PBI_RefNo","BOL","SSL","PU_Date","PU_Time","Original_SchedDelv","SchedDelv","Original_scheddelvtime","Scheddelvtime","POD_Date","POD_Time","Ingatedate","ReturnTo","CHZ_returnTo","CHZ_ingatedate","RECEIVEDBY","YARDID","LASTFREEDAY","FREEDAYS","LAST_RETURN","Linehaul_Amount","FSC_Amount","Line_Total","ChasFee_Total","EL_Bill_Total","DP_Total","MP_Total","Net_Total","Rel_Date","Billed_Date_LES","Rcvd_Date_LES"
1901333,"ELBilling","PBI","PBI","DIT","AC","TNPZ400913","SMCU1175581",958,33,"YST","YARD STORAGE CHARGES","E",28,924,"","UP - DIT WILMER (V963)","LOWADTX","LOWE'S ADC 3270","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896379","","SEL1J4230510","SME",1/14/2022,"0624",2/3/2022,2/15/2022,"2359","2359",,"",,"","",,"","PBWWRTX",1/14/2022,20,2/2/2022,0,0,0,0,0,0,0,0,11/22/2021,,
1901460,"ELBilling","PBI","PBI","DIT","AC","TNPZ456828","SMCU1011042",900,17,"YST","YARD STORAGE CHARGES","E",28,476,"","UP - DIT WILMER (V963)","LOWADTX","LOWE'S ADC 3270","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896439","","BKK1A4780200","SME",1/8/2022,"0809",1/11/2022,1/24/2022,"2359","2359",1/24/2022,"0637",1/29/2022,"UPRRTX","UPRRTX",1/29/2022,"","PBWWRTX",1/9/2022,20,1/27/2022,0,0,0,0,0,0,0,0,11/22/2021,,
1901461,"ELBilling","PBI","PBI","DIT","AC","TNPZ447433","SMCU1209850",1257,37,"YST","YARD STORAGE CHARGES","E",28,1036,"","UP - DIT WILMER (V963)","LOWADTX","LOWE'S ADC 3270","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896439","","BKK1A4781300","SME",1/4/2022,"0317",1/14/2022,2/9/2022,"2359","2359",2/9/2022,"1115",2/10/2022,"TLSHUTC","UPRRTX",2/10/2022,"","PBWWRTX",1/4/2022,20,1/23/2022,0,0,0,0,0,0,0,0,11/22/2021,,
1901462,"ELBilling","PBI","PBI","DIT","AC","TNPZ448419","CAIU4365502",1247,37,"YST","YARD STORAGE CHARGES","E",28,1036,"","UP - DIT WILMER (V963)","LOWADTX","LOWE'S ADC 3270","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896439","","BKK1A4784600","SME",1/4/2022,"1318",1/14/2022,2/9/2022,"2359","2359",2/9/2022,"1113",2/10/2022,"TLSHUTC","UPRRTX",2/10/2022,"","PBWWRTX",1/4/2022,20,1/23/2022,0,0,0,0,0,0,0,0,11/22/2021,,
1901463,"ELBilling","PBI","PBI","DIT","AC","TNPZ452590","SMCU1170960",1249,37,"YST","YARD STORAGE CHARGES","E",28,1036,"","UP - DIT WILMER (V963)","LOWADTX","LOWE'S ADC 3270","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896439","","BKK1A4782400","SME",1/4/2022,"1055",1/14/2022,2/9/2022,"2359","2359",2/9/2022,"0813",2/10/2022,"TLSHUTC","UPRRTX",2/10/2022,"","PBWWRTX",1/4/2022,20,1/23/2022,0,0,0,0,0,0,0,0,11/22/2021,,
1901464,"ELBilling","PBI","PBI","DIT","AC","TNPZ516016","CAIU9920341",913,15,"YST","YARD STORAGE CHARGES","E",28,420,"","UP - DIT WILMER (V963)","LOWADTX","LOWE'S ADC 3270","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896439","","BKK1A4783500","SME",1/10/2022,"0347",1/24/2022,1/24/2022,"2359","2359",1/24/2022,"0527",1/25/2022,"UPRRTX","UPRRTX",1/25/2022,"","PBWWRTX",1/10/2022,20,1/29/2022,0,0,0,0,0,0,0,0,11/22/2021,,
1901465,"ELBilling","PBI","PBI","DIT","AC","TNPZ447584","SMCU1149366",915,16,"YST","YARD STORAGE CHARGES","E",28,448,"","UP - DIT WILMER (V963)","LOWADTX","LOWE'S ADC 3270","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896439","","BKK1A4785700","SME",1/10/2022,"1201",1/25/2022,1/25/2022,"2359","2359",1/25/2022,"0524",1/29/2022,"UPRRTX","UPRRTX",1/29/2022,"","PBWWRTX",1/10/2022,20,1/29/2022,0,0,0,0,0,0,0,0,11/22/2021,,
1901466,"ELBilling","PBI","PBI","DIT","AC","TNPZ468824","SMCU1007823",1233,10,"YST","YARD STORAGE CHARGES","E",28,280,"","UP - DIT WILMER (V963)","LOWADTX","LOWE'S ADC 3270","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896439","","BKK1A4809400","SME",1/4/2022,"0927",1/13/2022,1/13/2022,"2359","2359",1/13/2022,"0722",1/20/2022,"UPRRTX","UPRRTX",1/20/2022,"","PBWWRTX",1/4/2022,20,1/23/2022,0,0,0,0,0,0,0,0,11/23/2021,,
1901467,"ELBilling","PBI","PBI","DIT","AC","TNPZ499507","GAOU6021439",857,17,"YST","YARD STORAGE CHARGES","E",28,476,"","UP - DIT WILMER (V963)","LOWADTX","LOWE'S ADC 3270","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896439","","BKK1A4810300","SME",1/8/2022,"0810",1/24/2022,1/24/2022,"2359","2359",1/24/2022,"0649",1/27/2022,"UPRRTX","UPRRTX",1/27/2022,"","PBWWRTX",1/9/2022,20,1/27/2022,0,0,0,0,0,0,0,0,11/23/2021,,
1901468,"ELBilling","PBI","PBI","DIT","AC","TNPZ492373","CAIU7947087",1244,37,"YST","YARD STORAGE CHARGES","E",28,1036,"","UP - DIT WILMER (V963)","LOWADTX","LOWE'S ADC 3270","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896439","","BKK1A4811400","SME",1/4/2022,"1056",1/14/2022,2/9/2022,"2359","2359",2/9/2022,"1229",2/11/2022,"TLSHUTC","UPRRTX",2/11/2022,"","PBWWRTX",1/4/2022,20,1/23/2022,0,0,0,0,0,0,0,0,11/23/2021,,
1901469,"ELBilling","PBI","PBI","DIT","AC","TNPZ445632","BEAU6289264",1242,37,"YST","YARD STORAGE CHARGES","E",28,1036,"","UP - DIT WILMER (V963)","LOWADTX","LOWE'S ADC 3270","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896439","","BKK1A4812500","SME",1/4/2022,"1014",1/14/2022,2/9/2022,"2359","2359",2/9/2022,"1027",2/10/2022,"TLSHUTC","UPRRTX",2/10/2022,"","PBWWRTX",1/4/2022,20,1/23/2022,0,0,0,0,0,0,0,0,11/23/2021,,
1901470,"ELBilling","PBI","PBI","DIT","AC","TNPZ470510","SMCU1307754",1240,10,"YST","YARD STORAGE CHARGES","E",28,280,"","UP - DIT WILMER (V963)","LOWADTX","LOWE'S ADC 3270","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896439","","BKK1A4813600","SME",1/4/2022,"0841",1/13/2022,1/13/2022,"2359","2359",1/13/2022,"0804",1/22/2022,"UPRRTX","UPRRTX",1/22/2022,"","PBWWRTX",1/4/2022,20,1/23/2022,0,0,0,0,0,0,0,0,11/23/2021,,
1901471,"ELBilling","PBI","PBI","DIT","AC","TNPZ498105","SEGU4824234",1237,10,"YST","YARD STORAGE CHARGES","E",28,280,"","UP - DIT WILMER (V963)","LOWADTX","LOWE'S ADC 3270","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896439","","BKK1A4814700","SME",1/4/2022,"1419",1/13/2022,1/13/2022,"2359","2359",1/13/2022,"0532",1/22/2022,"UPRRTX","UPRRTX",1/22/2022,"","PBWWRTX",1/4/2022,20,1/23/2022,0,0,0,0,0,0,0,0,11/23/2021,,
1901472,"ELBilling","PBI","PBI","DIT","AC","TNPZ495180","SMCU1053388",1235,10,"YST","YARD STORAGE CHARGES","E",28,280,"","UP - DIT WILMER (V963)","LOWADTX","LOWE'S ADC 3270","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896439","","BKK1A4808300","SME",1/4/2022,"0824",1/13/2022,1/13/2022,"2359","2359",1/13/2022,"0955",1/20/2022,"UPRRTX","UPRRTX",1/20/2022,"","PBWWRTX",1/4/2022,20,1/23/2022,0,0,0,0,0,0,0,0,11/23/2021,,
1901519,"ELBilling","PBI","PBI","DIT","AC","TNPZ432491","FCIU9335216",836,3,"YST","YARD STORAGE CHARGES","E",28,84,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896442","","BKK1A4800200","SME",1/17/2022,"1013",1/18/2022,1/19/2022,"0830","0700",1/19/2022,"0634",1/19/2022,"UPRRTX","UPRRTX",1/19/2022,"","PBWWRTX",1/17/2022,20,2/5/2022,0,0,0,0,0,0,0,0,11/23/2021,,
1901520,"ELBilling","PBI","PBI","DIT","AC","TNPZ470273","CCLU6839766",1650,4,"YST","YARD STORAGE CHARGES","E",28,112,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896442","","BKK1A4799500","SME",1/14/2022,"0836",1/17/2022,1/17/2022,"1000","1000",1/17/2022,"0928",1/17/2022,"UPRRTX","UPRRTX",1/17/2022,"","PBWWRTX",1/14/2022,20,2/2/2022,0,0,0,0,0,0,0,0,11/23/2021,,
1901521,"ELBilling","PBI","PBI","DIT","AC","TNPZ447695","SMCU1189728",826,4,"YST","YARD STORAGE CHARGES","E",28,112,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896442","","BKK1A4786100","SME",1/10/2022,"0920",1/13/2022,1/13/2022,"0530","0530",1/13/2022,"0502",1/13/2022,"UPRRTX","UPRRTX",1/13/2022,"","PBWWRTX",1/10/2022,20,1/29/2022,0,0,0,0,0,0,0,0,11/23/2021,,
1901522,"ELBilling","PBI","PBI","DIT","AC","TNPZ429912","SMCU1090170",1357,9,"YST","YARD STORAGE CHARGES","E",28,252,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896442","","BKK1A4805700","SME",1/4/2022,"0613",1/11/2022,1/11/2022,"0530","0530",1/11/2022,"0456",1/11/2022,"UPRRTX","UPRRTX",1/11/2022,"","PBWWRTX",1/4/2022,20,1/23/2022,0,0,0,0,0,0,0,0,11/23/2021,,
1901523,"ELBilling","PBI","PBI","DIT","AC","TNPZ468204","SMCU1127599",848,8,"YST","YARD STORAGE CHARGES","E",28,224,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896442","","BKK1A4804600","SME",1/4/2022,"0903",1/11/2022,1/11/2022,"0600","0600",1/11/2022,"0540",1/11/2022,"UPRRTX","UPRRTX",1/11/2022,"","PBWWRTX",1/4/2022,20,1/23/2022,0,0,0,0,0,0,0,0,11/23/2021,,
1901524,"ELBilling","PBI","PBI","DIT","AC","UTHZ431374","SMCU1110770",851,8,"YST","YARD STORAGE CHARGES","E",28,224,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896442","","BKK1A4806100","SME",1/4/2022,"0809",1/11/2022,1/11/2022,"0630","0630",1/11/2022,"0540",1/11/2022,"UPRRTX","UPRRTX",1/11/2022,"","PBWWRTX",1/4/2022,20,1/23/2022,0,0,0,0,0,0,0,0,11/23/2021,,
1901525,"ELBilling","PBI","PBI","DIT","AC","TNPZ498574","SMCU1183015",855,7,"YST","YARD STORAGE CHARGES","E",28,196,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","PHX6896442","","BKK1A4807200","SME",1/4/2022,"0603",1/10/2022,1/10/2022,"0530","0530",1/10/2022,"0501",1/10/2022,"UPRRTX","UPRRTX",1/10/2022,"","PBWWRTX",1/4/2022,20,1/23/2022,0,0,0,0,0,0,0,0,11/23/2021,,
1901811,"ELBilling","PBI","PBI","DIT","AC","MAEC671002","GAOU6346795",1111,2,"YST","YARD STORAGE CHARGES","E",28,56,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","JDAL21002051998","","LCHM04832700","HII",12/7/2021,"0924",12/8/2021,12/8/2021,"0530","0530",12/8/2021,"0501",12/8/2021,"UPRRTX","UPRRTX",12/8/2021,"","PBWWRTX",12/7/2021,20,12/26/2021,0,0,0,0,0,0,0,0,10/5/2021,,
1902677,"ELBilling","PBI","PBI","DIT","AC","FVXZ179578","TCNU1699433",1239,9,"YST","YARD STORAGE CHARGES","E",28,252,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","JDAL21002465149","","LCHM66697700","HII",12/29/2021,"0320",1/6/2022,1/6/2022,"2359","2359",1/6/2022,"0751",1/8/2022,"UPRRTX","UPRRTX",1/8/2022,"","PBWWRTX",12/29/2021,20,1/17/2022,0,0,0,0,0,0,0,0,11/30/2021,1/14/2022,1/21/2022
1902683,"ELBilling","PBI","PBI","DIT","AC","MAEC654167","GCXU5039271",1240,9,"YST","YARD STORAGE CHARGES","E",28,252,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","JDAL21002465159","","LCHM76366100","HII",12/29/2021,"1028",1/5/2022,1/6/2022,"0000","2359",1/6/2022,"1503",1/8/2022,"UPRRTX","UPRRTX",1/8/2022,"","PBWWRTX",12/29/2021,20,1/17/2022,0,0,0,0,0,0,0,0,11/30/2021,1/14/2022,1/21/2022
1902711,"ELBilling","PBI","PBI","DIT","AC","APMZ704842","KOCU4270192",1241,9,"YST","YARD STORAGE CHARGES","E",28,252,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","JDAL21002465213","","LCHM57715200","HII",12/29/2021,"0927",1/6/2022,1/6/2022,"2359","2359",1/6/2022,"1526",1/11/2022,"UPRRTX","UPRRTX",1/11/2022,"","PBWWRTX",12/29/2021,20,1/17/2022,0,0,0,0,0,0,0,0,11/30/2021,1/14/2022,1/21/2022
1902712,"ELBilling","PBI","PBI","DIT","AC","DCNZ405346","KOCU4523541",1242,9,"YST","YARD STORAGE CHARGES","E",28,252,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","JDAL21002465214","","LCHM57715200","HII",12/29/2021,"0833",1/6/2022,1/6/2022,"2359","2359",1/6/2022,"0958",1/7/2022,"UPRRTX","UPRRTX",1/7/2022,"","PBWWRTX",12/29/2021,20,1/17/2022,0,0,0,0,0,0,0,0,11/30/2021,1/14/2022,1/21/2022
1902719,"ELBilling","PBI","PBI","DIT","AC","APMZ416974","GAOU6198424",1243,9,"YST","YARD STORAGE CHARGES","E",28,252,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","JDAL21002465165","","LCHM97575700","HII",12/29/2021,"0315",1/6/2022,1/6/2022,"2359","2359",1/6/2022,"1230",1/8/2022,"UPRRTX","UPRRTX",1/8/2022,"","PBWWRTX",12/29/2021,20,1/17/2022,0,0,0,0,0,0,0,0,11/30/2021,1/14/2022,1/21/2022
1902723,"ELBilling","PBI","PBI","DIT","AC","DCLZ405662","KOCU5207595",1244,9,"YST","YARD STORAGE CHARGES","E",28,252,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","JDAL21002465169","","LCHM97575700","HII",12/29/2021,"0448",1/6/2022,1/6/2022,"2359","2359",1/6/2022,"0251",1/7/2022,"UPRRTX","UPRRTX",1/7/2022,"","PBWWRTX",12/29/2021,20,1/17/2022,0,0,0,0,0,0,0,0,11/30/2021,1/14/2022,1/21/2022
1902732,"ELBilling","PBI","PBI","DIT","AC","TLXZ412669","KOCU4484234",1245,9,"YST","YARD STORAGE CHARGES","E",28,252,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","JDAL21002465222","","LCHM66697700","HII",12/29/2021,"0632",1/6/2022,1/6/2022,"2359","2359",1/6/2022,"0247",1/7/2022,"UPRRTX","UPRRTX",1/7/2022,"","PBWWRTX",12/29/2021,20,1/17/2022,0,0,0,0,0,0,0,0,11/30/2021,1/14/2022,1/21/2022
1902733,"ELBilling","PBI","PBI","DIT","AC","APMZ406433","KOCU4718311",1245,9,"YST","YARD STORAGE CHARGES","E",28,252,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","JDAL21002465223","","LCHM66697700","HII",12/29/2021,"0623",1/6/2022,1/6/2022,"2359","2359",1/6/2022,"1512",1/11/2022,"UPRRTX","UPRRTX",1/11/2022,"","PBWWRTX",12/29/2021,20,1/17/2022,0,0,0,0,0,0,0,0,11/30/2021,1/14/2022,1/21/2022
1902736,"ELBilling","PBI","PBI","DIT","AC","DCLZ402779","GAOU6172857",1246,9,"YST","YARD STORAGE CHARGES","E",28,252,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","JDAL21002465228","","LCHM73781700","HII",12/29/2021,"0708",1/6/2022,1/6/2022,"2359","2359",1/6/2022,"1001",1/7/2022,"UPRRTX","UPRRTX",1/7/2022,"","PBWWRTX",12/29/2021,20,1/17/2022,0,0,0,0,0,0,0,0,11/30/2021,1/14/2022,1/21/2022
1902742,"ELBilling","PBI","PBI","DIT","AC","DCLZ421798","CLKU5018469",1247,9,"YST","YARD STORAGE CHARGES","E",28,252,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","JDAL21002465236","","LCHM76366100","HII",12/29/2021,"0803",1/6/2022,1/6/2022,"2359","2359",1/6/2022,"0830",1/7/2022,"UPRRTX","UPRRTX",1/7/2022,"","PBWWRTX",12/29/2021,20,1/17/2022,0,0,0,0,0,0,0,0,11/30/2021,1/14/2022,1/21/2022
1902744,"ELBilling","PBI","PBI","DIT","AC","EMCZ545295","KOCU4472059",821,11,"YST","YARD STORAGE CHARGES","E",28,308,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","JDAL21002465413","","LCHM73672200","HII",12/18/2021,"0821",12/28/2021,12/28/2021,"0700","0700",12/28/2021,"0555",12/28/2021,"UPRRTX","UPRRTX",12/28/2021,"","PBWWRTX",12/19/2021,20,1/6/2022,0,0,0,0,0,0,0,0,11/30/2021,,
1902746,"ELBilling","PBI","PBI","DIT","AC","DCLZ700677","KOCU5064196",903,3,"YST","YARD STORAGE CHARGES","E",28,84,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","JDAL21002465415","","LCHM75554900","HII",12/27/2021,"0458",12/29/2021,12/29/2021,"0830","0830",12/29/2021,"0810",12/29/2021,"UPRRTX","UPRRTX",12/29/2021,"","PBWWRTX",12/27/2021,20,1/15/2022,0,0,0,0,0,0,0,0,11/30/2021,,
1902749,"ELBilling","PBI","PBI","DIT","AC","DCNZ426183","CAIU4888930",849,3,"YST","YARD STORAGE CHARGES","E",28,84,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","JDAL21002465416","","LCHM75554901","HII",12/7/2021,"0457",12/29/2021,12/29/2021,"0830","0830",12/29/2021,"0836",12/29/2021,"UPRRTX","UPRRTX",12/29/2021,"","PBWWRTX",12/27/2021,20,12/26/2021,0,0,0,0,0,0,0,0,11/30/2021,,
1902750,"ELBilling","PBI","PBI","DIT","AC","DCLZ404209","KOCU4111890",848,3,"YST","YARD STORAGE CHARGES","E",28,84,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","JDAL21002465417","","LCHM75554902","HII",12/27/2021,"0502",12/29/2021,12/29/2021,"0830","0830",12/29/2021,"0810",12/29/2021,"UPRRTX","UPRRTX",12/29/2021,"","PBWWRTX",12/27/2021,20,1/15/2022,0,0,0,0,0,0,0,0,11/30/2021,,
1902751,"ELBilling","PBI","PBI","DIT","AC","MAEC760870","KOCU4549079",846,3,"YST","YARD STORAGE CHARGES","E",28,84,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","JDAL21002465418","","LCHM75554903","HII",12/27/2021,"0326",12/29/2021,12/29/2021,"0830","0830",12/29/2021,"0755",12/29/2021,"UPRRTX","UPRRTX",12/29/2021,"","PBWWRTX",12/27/2021,20,1/15/2022,0,0,0,0,0,0,0,0,11/30/2021,,
1902752,"ELBilling","PBI","PBI","DIT","AC","DECZ404234","KOCU4491300",822,6,"YST","YARD STORAGE CHARGES","E",28,168,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","JDAL21002465521","","LCHM78795000","HII",12/18/2021,"1022",12/23/2021,12/23/2021,"0630","0630",12/23/2021,"0602",12/23/2021,"UPRRTX","UPRRTX",12/23/2021,"","PBWWRTX",12/19/2021,20,1/6/2022,0,0,0,0,0,0,0,0,11/30/2021,,
1902753,"ELBilling","PBI","PBI","DIT","AC","DFLZ401608","KOCU4800245",823,10,"YST","YARD STORAGE CHARGES","E",28,280,"","UP - DIT WILMER (V963)","SAMTX","BEST BUY 075 C/O SAMSUNG","SAMCA","Samsung Electronics America (SALS)","SAMCADR","JDAL21002465532","","LCHM78795001","HII",12/18/2021,"0945",12/27/2021,12/27/2021,"0730","0730",12/27/2021,"0618",12/27/2021,"UPRRTX","UPRRTX",12/27/2021,"","PBWWRTX",12/19/2021,20,1/6/2022,0,0,0,0,0,0,0,0,11/30/2021,,
1902766,"ELBilling","PBI","PBI","DIT","AC","APMZ424219","HMMU6329713",1248,9,"YST","YARD STORAGE CHARGES","E",28,252,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","JDAL21002465247","","LCHM97575700","HII",12/29/2021,"0717",1/6/2022,1/6/2022,"2359","2359",1/6/2022,"0749",1/7/2022,"UPRRTX","UPRRTX",1/7/2022,"","PBWWRTX",12/29/2021,20,1/17/2022,0,0,0,0,0,0,0,0,11/30/2021,1/14/2022,1/21/2022
1902781,"ELBilling","PBI","PBI","DIT","AC","MAEC528595","KOCU5104977",1249,9,"YST","YARD STORAGE CHARGES","E",28,252,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","JDAL21002465252","","LCHM97575700","HII",12/29/2021,"0356",1/6/2022,1/6/2022,"2359","2359",1/6/2022,"0050",1/7/2022,"UPRRTX","UPRRTX",1/7/2022,"","PBWWRTX",12/29/2021,20,1/17/2022,0,0,0,0,0,0,0,0,11/30/2021,1/14/2022,1/21/2022
1902782,"ELBilling","PBI","PBI","DIT","AC","APMZ416008","TCNU6874333",1250,9,"YST","YARD STORAGE CHARGES","E",28,252,"","UP - DIT WILMER (V963)","NEOXPO","NEOVIA LOGISTICS - A59","SAMCA","Samsung Electronics America (SALS)","SAMCADC","JDAL21002465253","","LCHM97575700","HII",12/29/2021,"0539",1/6/2022,1/6/2022,"2359","2359",1/6/2022,"0102",1/8/2022,"UPRRTX","UPRRTX",1/8/2022,"","PBWWRTX",12/29/2021,20,1/17/2022,0,0,0,0,0,0,0,0,11/30/2021,1/14/2022,1/21/2022
